player,squad,league,pos,age,nation,is_world_cup,playing_time_min,gls_per90,ast_per90,xg_per90,npxg_per90,xag_per90,sh_per90,sot_per90,touches_per90,prog_carries_per90,prog_passes_per90,tackles_tkl_per90,int_per90,clr_per90,pass_completion_pct,_match_score,_match_strategy,market_value_eur,market_value_raw,position_detail,age_tm,contract_expires,nationality_tm,image_url,local_image_path,sportsdb_image_url
Mike Maignan,AC Milan,Serie A,GK,29,FRA,1,1074,0.058,0.0,0.003,0.0,0.052,0.045,0.558,39.955,1.345,3.659,0.331,0.128,0.0,55.8,100.0,full_key,5160000.0,€5.2M,GK,29.0,2027.0,FRA,https://upload.wikimedia.org/wikipedia/commons/2/2d/AS_Roma_fans_at_Stadio_Olimpico_during_Roma-Inter.jpg,app/static/players/mike_maignan.jpg,
Samuel Chukwueze,AC Milan,Serie A,FW,25,NGA,1,2426,0.619,0.198,0.054,0.422,0.244,3.613,0.935,31.716,4.273,4.014,1.67,0.512,0.0,81.6,100.0,full_key,22720000.0,€22.7M,FW,25.0,2027.0,NGA,https://upload.wikimedia.org/wikipedia/commons/2/2d/AS_Roma_fans_at_Stadio_Olimpico_during_Roma-Inter.jpg,app/static/players/samuel_chukwueze.jpg,
Davide Calabria,AC Milan,Serie A,DF,27,ITA,1,1370,0.049,0.114,0.135,0.165,0.044,0.0,0.362,62.043,2.432,5.209,3.525,1.872,5.576,87.1,100.0,full_key,23590000.0,€23.6M,DF,27.0,2027.0,ITA,https://upload.wikimedia.org/wikipedia/commons/2/2d/AS_Roma_fans_at_Stadio_Olimpico_during_Roma-Inter.jpg,app/static/players/davide_calabria.jpg,
Ismael Bennacer,AC Milan,Serie A,MF,26,ALG,1,2691,0.078,0.2,0.0,0.19,0.184,1.233,0.131,65.169,6.089,6.829,2.336,0.851,0.591,95.9,100.0,full_key,32800000.0,€32.8M,MF,26.0,2025.0,ALG,https://upload.wikimedia.org/wikipedia/commons/2/2c/BennacerLeB2022.jpg,app/static/players/ismael_bennacer.jpg,
Noah Okafor,AC Milan,Serie A,FW,24,SUI,1,1846,0.469,0.206,0.244,0.266,0.123,2.252,0.91,31.975,4.272,1.966,0.416,1.012,0.751,74.9,100.0,full_key,17700000.0,€17.7M,FW,24.0,2026.0,SUI,https://upload.wikimedia.org/wikipedia/commons/2/22/FC_RB_Salzburg_gegen_FK_Austria_Wien_%282022-04-24%29_68.jpg,app/static/players/noah_okafor.jpg,
Victor Osimhen,Napoli,Serie A,FW,25,NGA,1,2040,0.662,0.288,0.675,0.559,0.225,3.842,1.336,43.093,4.306,2.96,1.373,0.773,0.0,80.4,100.0,full_key,130000000.0,€130.0M,FW,25.0,2028.0,NGA,https://upload.wikimedia.org/wikipedia/commons/6/61/Galatasaaray_5_Stars.png,app/static/players/victor_osimhen.png,
Khvicha Kvaratskhelia,Napoli,Serie A,FW,23,GEO,1,1784,0.318,0.173,0.559,0.501,0.199,3.132,1.255,35.934,5.485,3.746,1.074,0.46,0.115,70.5,100.0,full_key,90000000.0,€90.0M,FW,23.0,2025.0,GEO,https://upload.wikimedia.org/wikipedia/commons/4/4a/Kvaratskhelia_asse_psg_2425.png,app/static/players/khvicha_kvaratskhelia.png,
Andre-Frank Zambo Anguissa,Napoli,Serie A,MF,28,CMR,1,1099,0.0,0.264,0.18,0.037,0.172,1.363,0.0,58.884,5.175,8.165,2.819,0.823,1.56,84.4,100.0,full_key,12380000.0,€12.4M,MF,28.0,2026.0,CMR,https://upload.wikimedia.org/wikipedia/commons/7/78/ZAMBO_ANGUISSA.jpg,app/static/players/andre-frank_zambo_anguissa.jpg,
Giovanni Di Lorenzo,Napoli,Serie A,DF,31,ITA,1,1696,0.0,0.083,0.0,0.263,0.078,0.453,0.24,66.202,0.831,4.301,3.053,2.312,4.897,88.0,100.0,full_key,8040000.0,€8.0M,DF,31.0,2028.0,ITA,https://upload.wikimedia.org/wikipedia/commons/8/86/Norway_Italy_-_June_2025_A_20_-_Giovanni_Di_Lorenzo.jpg,app/static/players/giovanni_di_lorenzo.jpg,
Giacomo Raspadori,Napoli,Serie A,FW,24,ITA,1,3029,0.539,0.268,0.309,0.297,0.121,3.131,0.983,41.874,5.284,3.574,0.807,0.238,1.244,66.2,100.0,full_key,38410000.0,€38.4M,FW,24.0,2025.0,ITA,https://upload.wikimedia.org/wikipedia/commons/9/95/Raspadori_Nazionale.jpg,app/static/players/giacomo_raspadori.jpg,
Stanislav Lobotka,Napoli,Serie A,MF,29,SVK,1,3216,0.23,0.103,0.23,0.136,0.113,1.014,0.535,72.404,5.333,7.996,2.202,1.153,1.036,86.6,100.0,full_key,26620000.0,€26.6M,MF,29.0,2026.0,SVK,https://upload.wikimedia.org/wikipedia/commons/6/6b/Stanis%C5%82aw_II_August_Poniatowski_in_coronation_clothes.PNG,app/static/players/stanislav_lobotka.png,
Amir Rrahmani,Napoli,Serie A,DF,30,KOS,0,2161,0.0,0.034,0.141,0.0,0.052,0.33,0.198,58.06,2.494,7.013,2.718,2.258,3.969,86.8,100.0,full_key,18760000.0,€18.8M,DF,30.0,2027.0,KOS,,,
Alex Meret,Napoli,Serie A,GK,27,ITA,1,2254,0.16,0.0,0.0,0.0,0.033,0.0,0.0,50.872,1.304,2.287,0.542,0.0,1.153,60.8,100.0,full_key,12270000.0,€12.3M,GK,27.0,2027.0,ITA,https://upload.wikimedia.org/wikipedia/commons/6/66/Alex_Meret_%28cropped%29.jpg,app/static/players/alex_meret.jpg,
Leo Ostigard,Napoli,Serie A,DF,25,NOR,1,2732,0.0,0.155,0.135,0.222,0.0,0.0,0.13,53.552,1.377,7.47,3.094,1.999,5.18,83.7,100.0,full_key,8500000.0,€8.5M,DF,25.0,2027.0,NOR,https://upload.wikimedia.org/wikipedia/commons/1/1a/Leo_Ostigard_Morocco_v_Norway_7_June_2026-20.jpg,app/static/players/leo_ostigard.jpg,
Mathias Olivera,Napoli,Serie A,DF,26,URU,1,2484,0.218,0.088,0.0,0.051,0.166,0.428,0.0,62.757,1.539,8.579,3.309,1.969,6.089,89.5,100.0,full_key,24420000.0,€24.4M,DF,26.0,2027.0,URU,https://upload.wikimedia.org/wikipedia/commons/f/f5/Math%C3%ADas_Olivera_WC2022.jpg,app/static/players/mathias_olivera.jpg,
Dusan Vlahovic,Juventus,Serie A,FW,24,SRB,1,2141,0.699,0.272,0.402,0.464,0.104,3.827,0.859,36.105,6.66,6.165,1.33,0.871,0.129,67.5,100.0,full_key,70000000.0,€70.0M,FW,24.0,2028.0,SRB,https://upload.wikimedia.org/wikipedia/commons/2/2d/AS_Roma_fans_at_Stadio_Olimpico_during_Roma-Inter.jpg,app/static/players/dusan_vlahovic.jpg,
Federico Chiesa,Juventus,Serie A,FW,26,ITA,1,3181,0.448,0.12,0.402,0.486,0.093,2.448,1.061,40.11,5.718,3.867,2.16,0.562,0.228,69.0,100.0,full_key,8480000.0,€8.5M,FW,26.0,2027.0,ITA,https://upload.wikimedia.org/wikipedia/commons/1/11/FC_Zenit_Saint_Petersburg_vs._Juventus%2C_20_October_2021_17_%28Federico_Bernardeschi%29.jpg,app/static/players/federico_chiesa.jpg,
Manuel Locatelli,Juventus,Serie A,MF,26,ITA,1,2710,0.038,0.296,0.013,0.128,0.208,0.836,0.186,55.482,6.371,7.073,1.551,1.7,0.0,87.5,100.0,full_key,17120000.0,€17.1M,MF,26.0,2025.0,ITA,https://upload.wikimedia.org/wikipedia/commons/7/7d/FC_Zenit_Saint_Petersburg_vs._Juventus%2C_20_October_2021_34_%28Manuel_Locatelli%29.jpg,app/static/players/manuel_locatelli.jpg,
Gleison Bremer,Juventus,Serie A,DF,27,BRA,1,2517,0.138,0.134,0.176,0.191,0.095,0.0,0.001,59.028,1.69,5.416,3.243,2.102,5.532,87.5,100.0,full_key,20880000.0,€20.9M,DF,27.0,2026.0,BRA,https://upload.wikimedia.org/wikipedia/commons/a/a1/Mugshot_of_Arthur_Bremer_%281972%29.png,app/static/players/gleison_bremer.png,
Nicolo Fagioli,Juventus,Serie A,MF,23,ITA,1,3243,0.126,0.165,0.21,0.231,0.055,2.091,0.333,61.246,4.499,7.901,2.668,1.564,1.219,81.9,100.0,full_key,24420000.0,€24.4M,MF,23.0,2026.0,ITA,https://upload.wikimedia.org/wikipedia/commons/b/b3/Luigi_Fagioli_in_his_Maserati_at_the_1932_Targa_Florio_%28cropped%29.jpg,app/static/players/nicolo_fagioli.jpg,
Andrea Cambiaso,Juventus,Serie A,DF,24,ITA,1,1674,0.001,0.173,0.059,0.138,0.082,0.272,0.0,60.895,2.423,4.481,3.748,1.992,5.007,83.9,100.0,full_key,21400000.0,€21.4M,DF,24.0,2027.0,ITA,https://upload.wikimedia.org/wikipedia/commons/e/e2/Adolfo_Cambiaso%2C_Team_Valiente%2C_2019.jpg,app/static/players/andrea_cambiaso.jpg,
Wojciech Szczesny,Juventus,Serie A,GK,34,POL,1,1488,0.0,0.0,0.0,0.133,0.0,0.094,0.403,35.349,0.783,2.634,0.0,0.0,1.382,60.7,100.0,full_key,8080000.0,€8.1M,GK,34.0,2027.0,POL,https://upload.wikimedia.org/wikipedia/commons/d/d1/Maciej_Szczesny_2011.jpg,app/static/players/wojciech_szczesny.jpg,
Adrien Rabiot,Juventus,Serie A,MF,29,FRA,1,1910,0.191,0.249,0.179,0.079,0.183,1.158,0.45,59.297,5.903,7.069,2.357,1.718,0.0,77.5,100.0,full_key,5580000.0,€5.6M,MF,29.0,2026.0,FRA,https://upload.wikimedia.org/wikipedia/commons/6/65/Argentina_3-3_Francia_-_Copa_Mundial_2022_-_Argentina_campe%C3%B3n.jpg,app/static/players/adrien_rabiot.jpg,
Filip Kostic,Juventus,Serie A,MF,31,SRB,1,1381,0.201,0.247,0.11,0.139,0.116,2.273,0.224,57.106,5.629,7.885,2.504,1.373,0.496,89.8,100.0,full_key,18380000.0,€18.4M,MF,31.0,2027.0,SRB,https://upload.wikimedia.org/wikipedia/commons/e/ed/Branko_Kosti%C4%87.jpg,app/static/players/filip_kostic.jpg,
Timothy Weah,Juventus,Serie A,FW,24,USA,1,3231,0.564,0.247,0.381,0.182,0.058,2.386,1.047,43.19,4.651,2.401,0.726,0.368,0.386,68.9,100.0,full_key,11720000.0,€11.7M,FW,24.0,2027.0,USA,https://upload.wikimedia.org/wikipedia/commons/1/17/Clar_Weah.jpg,app/static/players/timothy_weah.jpg,
Weston McKennie,Juventus,Serie A,MF,26,USA,1,1659,0.226,0.094,0.167,0.071,0.185,0.403,0.247,69.725,5.147,8.066,2.88,1.627,0.0,91.7,100.0,full_key,31230000.0,€31.2M,MF,26.0,2025.0,USA,https://upload.wikimedia.org/wikipedia/commons/d/d5/Weston_McKennie_USMNT_v_Belgium_Mar_28_2026-68_%28cropped%29.jpg,app/static/players/weston_mckennie.jpg,
Lorenzo Pellegrini,Roma,Serie A,MF,28,ITA,1,988,0.181,0.179,0.25,0.199,0.194,1.597,0.543,58.292,5.788,8.372,2.037,0.986,0.822,88.3,100.0,full_key,17530000.0,€17.5M,MF,28.0,2027.0,ITA,https://upload.wikimedia.org/wikipedia/commons/d/d7/FC_Salzburg_gegen_AS_Roma_Pellegrini.jpg,app/static/players/lorenzo_pellegrini.jpg,
Paulo Dybala,Roma,Serie A,FW,30,ARG,1,1048,0.456,0.225,0.321,0.322,0.175,2.247,1.241,32.775,4.835,3.331,1.236,0.011,0.783,82.0,100.0,full_key,16840000.0,€16.8M,FW,30.0,2026.0,ARG,https://upload.wikimedia.org/wikipedia/commons/b/b3/%D0%9C%D0%B0%D1%82%D1%87_%C2%AB%D0%94%D0%B8%D0%BD%D0%B0%D0%BC%D0%BE%C2%BB_-_%C2%AB%D0%AE%D0%B2%D0%B5%D0%BD%D1%82%D1%83%D1%81%C2%BB_0-2._20_%D0%BE%D0%BA%D1%82%D1%8F%D0%B1%D1%80%D1%8F_2020_%D0%B3%D0%BE%D0%B4%D0%B0_%E2%80%94_1153905_%28cropped%29.jpg,app/static/players/paulo_dybala.jpg,
Romelu Lukaku,Roma,Serie A,FW,31,BEL,1,1321,0.598,0.106,0.402,0.324,0.037,2.756,0.908,42.208,5.2,2.987,0.925,0.415,0.51,72.0,100.0,full_key,25140000.0,€25.1M,FW,31.0,2025.0,BEL,https://upload.wikimedia.org/wikipedia/commons/d/db/Bel-Tun_%287%29.jpg,app/static/players/romelu_lukaku.jpg,
Stephan El Shaarawy,Roma,Serie A,FW,32,ITA,1,2739,0.526,0.14,0.363,0.473,0.077,3.661,0.73,34.32,4.203,2.91,0.159,0.714,1.457,71.6,100.0,full_key,14120000.0,€14.1M,FW,32.0,2025.0,ITA,https://upload.wikimedia.org/wikipedia/commons/f/f1/FC_Salzburg_gegen_AS_Roma_%28UEFA_Euroleague_play-off%2C_2023-02-16%29_39_%28cropped3%29.jpg,app/static/players/stephan_el_shaarawy.jpg,
Bryan Cristante,Roma,Serie A,MF,29,ITA,1,1515,0.138,0.305,0.164,0.205,0.153,1.512,0.485,72.79,4.447,7.899,3.22,1.202,0.689,79.9,100.0,full_key,26970000.0,€27.0M,MF,29.0,2026.0,ITA,https://upload.wikimedia.org/wikipedia/commons/a/a6/Bryan-Cristante-2023.jpg,app/static/players/bryan_cristante.jpg,
Ciro Immobile,Lazio,Serie A,FW,34,ITA,1,3020,0.543,0.07,0.37,0.239,0.126,3.331,1.127,26.119,5.575,1.384,0.153,0.432,1.539,79.7,100.0,full_key,17280000.0,€17.3M,FW,34.0,2026.0,ITA,https://upload.wikimedia.org/wikipedia/commons/0/09/Gunnar_Nordahl_-_AC_Milan.jpg,app/static/players/ciro_immobile.jpg,
Mattia Zaccagni,Lazio,Serie A,FW,29,ITA,1,1492,0.63,0.059,0.498,0.391,0.077,2.065,1.158,32.464,5.209,2.407,1.266,0.0,0.0,73.2,100.0,full_key,12560000.0,€12.6M,FW,29.0,2026.0,ITA,https://upload.wikimedia.org/wikipedia/commons/5/51/L%27Olimpico_-_panoramio.jpg,app/static/players/mattia_zaccagni.jpg,
Luis Alberto,Lazio,Serie A,MF,32,ESP,1,2193,0.161,0.206,0.009,0.135,0.171,1.369,0.776,67.899,5.21,6.97,2.019,1.151,0.781,77.9,100.0,full_key,11760000.0,€11.8M,MF,32.0,2027.0,ESP,https://upload.wikimedia.org/wikipedia/commons/d/da/Spinetta%2C_1969.jpg,app/static/players/luis_alberto.jpg,
Daichi Kamada,Lazio,Serie A,MF,28,JPN,1,1930,0.149,0.133,0.132,0.197,0.348,1.106,0.0,59.742,4.361,6.203,2.936,1.595,0.872,83.7,100.0,full_key,12090000.0,€12.1M,MF,28.0,2028.0,JPN,https://upload.wikimedia.org/wikipedia/commons/f/fa/Crystal_Palace_FA_Cup_winners.jpg,,
Gianluca Scamacca,Atalanta,Serie A,FW,25,ITA,1,1240,0.703,0.203,0.564,0.333,0.181,3.256,1.32,20.433,3.767,3.463,1.425,0.076,0.0,80.8,100.0,full_key,40000000.0,€40.0M,FW,25.0,2026.0,ITA,https://upload.wikimedia.org/wikipedia/en/b/be/2024_UEFA_Europa_League_Final_programme.png,,
Ademola Lookman,Atalanta,Serie A,FW,26,NGA,1,2362,0.674,0.049,0.507,0.384,0.224,2.598,0.932,28.134,3.912,0.561,1.126,0.176,2.712,78.2,100.0,full_key,55000000.0,€55.0M,FW,26.0,2028.0,NGA,https://upload.wikimedia.org/wikipedia/en/b/be/2024_UEFA_Europa_League_Final_programme.png,,
Teun Koopmeiners,Atalanta,Serie A,MF,26,NED,1,1632,0.117,0.177,0.043,0.055,0.257,1.102,0.203,89.364,7.1,11.548,3.931,1.872,0.0,83.3,100.0,full_key,65000000.0,€65.0M,MF,26.0,2025.0,NED,https://upload.wikimedia.org/wikipedia/commons/6/62/PeerKoopmeiners2024.jpg,app/static/players/teun_koopmeiners.jpg,
Charles De Ketelaere,Atalanta,Serie A,MF,23,BEL,1,2665,0.098,0.328,0.0,0.0,0.171,1.681,0.589,73.039,3.811,8.449,2.691,1.956,1.22,87.4,100.0,full_key,27250000.0,€27.2M,MF,23.0,2026.0,BEL,https://upload.wikimedia.org/wikipedia/commons/2/2d/AS_Roma_fans_at_Stadio_Olimpico_during_Roma-Inter.jpg,app/static/players/charles_de_ketelaere.jpg,
Mario Pasalic,Atalanta,Serie A,MF,29,CRO,1,1877,0.231,0.436,0.128,0.244,0.202,0.813,0.379,57.489,4.771,8.113,1.453,1.651,1.126,87.8,100.0,full_key,27900000.0,€27.9M,MF,29.0,2026.0,CRO,https://upload.wikimedia.org/wikipedia/commons/2/2d/AS_Roma_fans_at_Stadio_Olimpico_during_Roma-Inter.jpg,app/static/players/mario_pasalic.jpg,
Nico Gonzalez,Fiorentina,Serie A,FW,26,ARG,1,1312,0.516,0.097,0.338,0.321,0.194,3.0,1.073,45.345,5.085,4.965,0.379,0.698,0.813,73.9,100.0,full_key,40000000.0,€40.0M,FW,26.0,2027.0,ARG,https://upload.wikimedia.org/wikipedia/commons/7/76/Manchester_City_25-26_vs_Spurs.jpg,,
Lucas Beltran,Fiorentina,Serie A,FW,23,ARG,1,2556,0.287,0.104,0.367,0.449,0.082,2.076,0.896,28.425,3.938,3.98,0.772,0.641,1.969,69.3,100.0,full_key,45400000.0,€45.4M,FW,23.0,2028.0,ARG,https://upload.wikimedia.org/wikipedia/commons/7/71/Lucas_Beltran.jpg,app/static/players/lucas_beltran.jpg,
Arthur Melo,Fiorentina,Serie A,MF,28,BRA,1,1380,0.126,0.181,0.217,0.0,0.156,2.03,0.722,69.252,5.917,7.153,3.305,0.975,0.314,91.9,100.0,full_key,8770000.0,€8.8M,MF,28.0,2028.0,BRA,https://upload.wikimedia.org/wikipedia/commons/3/3b/Artus2.jpg,app/static/players/arthur_melo.jpg,
Pietro Terracciano,Fiorentina,Serie A,GK,33,ITA,1,2976,0.274,0.0,0.0,0.013,0.03,0.0,0.035,24.325,0.0,4.475,0.0,0.144,2.077,69.9,100.0,full_key,3150000.0,€3.1M,GK,33.0,2025.0,ITA,https://upload.wikimedia.org/wikipedia/en/6/67/2023_UEFA_Europa_Conference_League_Final_programme.jpg,app/static/players/pietro_terracciano.jpg,
Luca Ranieri,Fiorentina,Serie A,DF,25,ITA,1,3173,0.108,0.034,0.107,0.0,0.06,0.0,0.061,65.906,1.991,8.53,3.882,1.964,4.917,84.5,100.0,full_key,7860000.0,€7.9M,DF,25.0,2027.0,ITA,https://upload.wikimedia.org/wikipedia/en/6/67/2023_UEFA_Europa_Conference_League_Final_programme.jpg,app/static/players/luca_ranieri.jpg,
Ousmane Dembele,Paris Saint-Germain,Ligue 1,FW,27,FRA,1,1244,0.543,0.154,0.486,0.388,0.146,3.486,1.3,34.319,5.388,3.288,0.935,0.165,0.0,80.1,100.0,full_key,80000000.0,€80.0M,FW,27.0,2028.0,FRA,https://upload.wikimedia.org/wikipedia/commons/4/4a/Ousmane_Demb%C3%A9l%C3%A9_2018_%28cropped%29.jpg,app/static/players/ousmane_dembele.jpg,
Achraf Hakimi,Paris Saint-Germain,Ligue 1,DF,26,MAR,1,1808,0.0,0.037,0.032,0.16,0.0,0.159,0.769,80.463,3.305,8.319,4.085,2.68,5.623,85.5,100.0,full_key,75000000.0,€75.0M,DF,26.0,2028.0,MAR,https://upload.wikimedia.org/wikipedia/commons/0/09/Moulay_Abdellah_Stadium.jpg,app/static/players/achraf_hakimi.jpg,
Marquinhos,Paris Saint-Germain,Ligue 1,DF,30,BRA,1,2259,0.0,0.032,0.063,0.143,0.058,1.355,0.0,52.286,3.077,6.629,3.064,2.543,4.086,85.5,100.0,full_key,8580000.0,€8.6M,DF,30.0,2026.0,BRA,https://upload.wikimedia.org/wikipedia/commons/d/dc/FC_Salzburg_gegen_Paris_Saint-Germain_UEFA_Champions_League_49_%28cropped%29.jpg,,
Marco Asensio,Paris Saint-Germain,Ligue 1,MF,28,ESP,1,2215,0.152,0.361,0.058,0.227,0.267,2.144,0.063,59.646,5.082,7.588,1.796,1.925,0.578,89.9,100.0,full_key,13110000.0,€13.1M,MF,28.0,2026.0,ESP,https://upload.wikimedia.org/wikipedia/commons/5/53/2023_05_06_Final_de_la_Copa_del_Rey_-_52879024229.jpg,app/static/players/marco_asensio.jpg,
Lee Kang-In,Paris Saint-Germain,Ligue 1,MF,23,KOR,1,2638,0.144,0.234,0.085,0.028,0.117,1.216,0.819,73.252,4.693,8.925,2.859,1.713,1.187,95.4,100.0,full_key,26700000.0,€26.7M,MF,23.0,2025.0,KOR,https://upload.wikimedia.org/wikipedia/commons/d/d3/Kang_Tae-oh_in_April_2021.jpg,app/static/players/lee_kang-in.jpg,
Goncalo Ramos,Paris Saint-Germain,Ligue 1,FW,23,POR,1,3076,0.504,0.126,0.401,0.381,0.228,2.899,0.927,27.779,4.569,3.93,0.567,0.582,0.901,72.8,100.0,full_key,50000000.0,€50.0M,FW,23.0,2027.0,POR,https://upload.wikimedia.org/wikipedia/en/9/98/2026_UEFA_Champions_League_final_programme.png,,
Vitinha,Paris Saint-Germain,Ligue 1,MF,24,POR,1,2628,0.074,0.34,0.159,0.055,0.308,1.065,0.436,54.082,3.938,7.58,2.409,1.378,0.63,84.7,100.0,full_key,14250000.0,€14.2M,MF,24.0,2026.0,POR,https://upload.wikimedia.org/wikipedia/commons/4/44/Vitinha_USMNT_v_Portugal_Mar_31_2026-50_%28cropped%29.jpg,app/static/players/vitinha.jpg,
Fabian Ruiz,Paris Saint-Germain,Ligue 1,MF,28,ESP,1,1281,0.247,0.203,0.062,0.159,0.177,1.405,0.66,57.292,5.932,7.175,2.053,1.052,1.628,92.3,100.0,full_key,15320000.0,€15.3M,MF,28.0,2026.0,ESP,https://upload.wikimedia.org/wikipedia/commons/2/23/Chelsea_FC_with_Donald_Trump_at_the_2025_FIFA_Club_World_Cup_final.jpg,,
Lucas Hernandez,Paris Saint-Germain,Ligue 1,DF,28,FRA,1,1717,0.244,0.118,0.118,0.057,0.03,0.534,0.0,58.968,2.711,7.762,3.319,2.362,4.076,84.9,100.0,full_key,6440000.0,€6.4M,DF,28.0,2028.0,FRA,https://upload.wikimedia.org/wikipedia/commons/b/b5/Hernandez_asse_psg_2425.png,app/static/players/lucas_hernandez.png,
Bradley Barcola,Paris Saint-Germain,Ligue 1,FW,22,FRA,1,2759,0.65,0.238,0.382,0.415,0.257,3.342,1.059,51.432,6.378,2.83,2.149,1.019,0.0,67.2,100.0,full_key,60000000.0,€60.0M,FW,22.0,2026.0,FRA,https://upload.wikimedia.org/wikipedia/commons/0/08/Barcola_asse_psg_2425.png,app/static/players/bradley_barcola.png,
Gianluigi Donnarumma,Paris Saint-Germain,Ligue 1,GK,26,ITA,1,2087,0.176,0.0,0.101,0.0,0.0,0.398,0.0,41.575,0.015,2.43,0.0,0.0,0.829,77.1,100.0,full_key,6740000.0,€6.7M,GK,26.0,2028.0,ITA,https://upload.wikimedia.org/wikipedia/commons/7/76/Manchester_City_25-26_vs_Spurs.jpg,,
Warren Zaire-Emery,Paris Saint-Germain,Ligue 1,MF,18,FRA,1,2014,0.223,0.319,0.281,0.24,0.334,1.155,0.437,75.18,5.656,9.495,2.739,2.31,0.0,85.0,100.0,full_key,80000000.0,€80.0M,MF,18.0,2028.0,FRA,https://upload.wikimedia.org/wikipedia/en/d/d0/2025_UEFA_Champions_League_Final_programme.png,,
Milan Skriniar,Paris Saint-Germain,Ligue 1,DF,29,SVK,1,1748,0.013,0.115,0.077,0.074,0.028,0.493,0.0,56.514,1.106,7.321,4.445,2.086,4.87,84.7,100.0,full_key,17880000.0,€17.9M,DF,29.0,2028.0,SVK,https://upload.wikimedia.org/wikipedia/commons/1/13/SVK_vs._SMR_2024_Slovakia_Nr._14_Skriniar_%283%29_%28cropped%29.jpg,app/static/players/milan_skriniar.jpg,
Joao Neves,Paris Saint-Germain,Ligue 1,MF,19,POR,1,2697,0.095,0.376,0.339,0.121,0.273,1.696,0.783,82.032,7.032,8.784,3.371,1.875,0.22,83.7,100.0,full_key,70000000.0,€70.0M,MF,19.0,2025.0,POR,https://upload.wikimedia.org/wikipedia/commons/2/23/Chelsea_FC_with_Donald_Trump_at_the_2025_FIFA_Club_World_Cup_final.jpg,,
Desire Doue,Paris Saint-Germain,Ligue 1,FW,19,FRA,1,2547,0.071,0.281,0.376,0.446,0.166,2.914,1.433,46.454,5.258,0.575,0.455,0.542,0.0,73.3,100.0,full_key,17140000.0,€17.1M,FW,19.0,2027.0,FRA,https://upload.wikimedia.org/wikipedia/commons/4/4f/Doue_asse_psg_2425.png,app/static/players/desire_doue.png,
Wissam Ben Yedder,Monaco,Ligue 1,FW,33,FRA,1,3127,0.342,0.258,0.471,0.506,0.11,3.124,1.134,37.125,3.195,4.305,0.599,0.461,0.671,76.9,100.0,full_key,10960000.0,€11.0M,FW,33.0,2025.0,FRA,https://upload.wikimedia.org/wikipedia/commons/0/0f/2025_04_26_Final_de_la_Copa_del_Rey_-_Aur%C3%A9lien_Tchouam%C3%A9ni.jpg,app/static/players/wissam_ben_yedder.jpg,
Takumi Minamino,Monaco,Ligue 1,FW,29,JPN,1,2630,0.493,0.189,0.153,0.306,0.214,2.931,0.693,37.416,3.294,3.274,1.383,0.0,0.0,65.0,100.0,full_key,8090000.0,€8.1M,FW,29.0,2025.0,JPN,https://upload.wikimedia.org/wikipedia/commons/1/16/Minamino_asse_asm_2425.png,app/static/players/takumi_minamino.png,
Breel Embolo,Monaco,Ligue 1,FW,27,SUI,1,2037,0.428,0.095,0.324,0.352,0.138,2.093,1.544,34.03,3.716,3.502,1.299,0.981,0.629,68.0,100.0,full_key,8930000.0,€8.9M,FW,27.0,2027.0,SUI,https://upload.wikimedia.org/wikipedia/commons/8/8b/Russia_stamp_2018_%E2%84%96_2349.jpg,app/static/players/breel_embolo.jpg,
Denis Zakaria,Monaco,Ligue 1,MF,27,SUI,1,2070,0.29,0.153,0.232,0.156,0.175,1.929,0.431,66.132,4.226,7.598,2.128,1.667,0.433,88.8,100.0,full_key,14450000.0,€14.4M,MF,27.0,2025.0,SUI,https://upload.wikimedia.org/wikipedia/commons/0/0d/Zakaria_asse_asm_2425_%28cropped%29.png,app/static/players/denis_zakaria.png,
Mohamed Camara,Monaco,Ligue 1,MF,24,GUI,1,2071,0.046,0.283,0.278,0.0,0.101,0.925,0.525,70.528,5.958,5.771,2.889,1.534,0.0,87.0,100.0,full_key,9270000.0,€9.3M,MF,24.0,2028.0,GUI,https://upload.wikimedia.org/wikipedia/commons/a/ac/FC_Salzburg_gegen_FC_Bayern_M%C3%BCnchen_%28Championsleague_Achtelfinale_Hinspiel_16._Februar_2022%29_30.jpg,,
Folarin Balogun,Monaco,Ligue 1,FW,23,USA,1,3144,0.376,0.168,0.204,0.359,0.164,2.292,0.975,36.906,3.622,4.465,0.259,0.892,1.213,71.1,100.0,full_key,22250000.0,€22.2M,FW,23.0,2027.0,USA,https://upload.wikimedia.org/wikipedia/commons/a/ab/Folarin_Balogun_USMNT_v_Belgium_Mar_28_2026-69_%28cropped%29.jpg,app/static/players/folarin_balogun.jpg,
Youssouf Fofana,AC Milan,Serie A,MF,25,FRA,1,2938,0.128,0.305,0.0,0.113,0.245,2.428,0.214,77.17,6.53,7.85,2.247,1.93,1.345,88.2,100.0,full_key,14710000.0,€14.7M,MF,25.0,2028.0,FRA,https://upload.wikimedia.org/wikipedia/commons/6/65/Youssouf_Fofana_%28footballer%2C_born_1999%29_%28cropped%29.jpg,app/static/players/youssouf_fofana.jpg,
